si_lat,si_lon,uj_lat,uj_lon,Z1,Z2
35.320105,-97.484099,35.28075,-97.46432,43.67741935483871,10.714169032258065
35.324636,-118.997627,35.27702,-119.037,57.888888888888886,8.384291290322581
35.356615,-119.062613,35.38215,-119.0689,70.6875,8.690077096774193
35.385574,-119.015009,35.38215,-119.0689,65.4,8.690077096774193
35.40814,-94.524413,35.36293,-94.54275,27.7,9.539328709677418
35.434767,-83.442133,35.4358,-83.45662,29.774193548387096,3.509689096774194
35.450115,-84.596195,35.46694,-84.66009,24.70967741935484,6.093496774193548
35.466767,-83.277928,35.52674,-83.30523,18.066666666666663,3.0262087741935484
35.47292,-97.52709,35.49737,-97.46568,27.142857142857142,10.328740967741934
35.49453,-120.66617,35.50545,-120.61772,25.806451612903224,3.743272774193548
35.50307,-97.577981,35.49673,-97.59872,40.354838709677416,10.289417741935484
35.59095,-78.4622,35.5843,-78.42182,25.741935483870968,7.54532
35.6062,-82.5844,35.65744,-82.60605,20.52777777777778,5.354615483870967
35.614131,-97.475083,35.60569,-97.46636,31.125,10.03190322580645
35.61975,-106.07968,35.5583,-106.1368,12.580645161290322,3.403377741935484
35.637283,-91.188906,35.67276,-91.19464,29.2,6.8914248387096775
35.641276,-77.360126,35.61512,-77.32379,20.5,6.779215806451613
35.642943,-117.715066,35.63514,-117.77499,6.032258064516129,1.5834517741935483
35.651349,-88.809578,35.63057,-88.79153,20.677419354838708,7.24805935483871
35.65188,-87.0096,35.70561,-87.0399,23.93548387096774,6.677737419354838
35.721095,-84.343035,35.75917,-84.34127,21.11290322580645,7.265458387096774
35.728889,-81.365556,35.71088,-81.37804,28.52777777777778,7.204547741935484
35.768847,-83.942152,35.82057,-83.9257,22.88888888888889,7.174785161290322
35.785665,-115.357087,35.73412,-115.34388,10.161290322580646,2.650029419354839
35.8145,-80.2627,35.77073,-80.27973,36.61111111111112,6.875841935483871
35.837638,-90.679516,35.86,-90.64384,29.0,8.920421612903226
35.856111,-78.574167,35.84027,-78.62932,37.583333333333336,7.246417419354838
35.8652,-78.8197,35.86195,-78.76031,21.90322580645161,7.322560967741936
35.880404,-109.438003,35.8963,-109.41235,5.0,1.178073741935484
35.912487,-82.062082,35.90851,-82.01427,18.032258064516128,4.1136458709677415
35.939078,-84.542802,35.8963,-84.58765,24.32258064516129,5.497545677419355
35.944601,-84.03598,35.94329,-84.03899,23.0,7.578647419354839
35.953708,-96.004975,35.92723,-95.99628,31.29032258064516,7.965917096774194
35.978074,-83.950666,35.92781,-83.90652,25.0,7.84530129032258
35.980675,-83.925773,35.92781,-83.90652,32.0,7.84530129032258
36.019186,-83.87381,36.03506,-83.88727,23.8,8.149660967741935
36.026612,-80.341962,36.00359,-80.36241,34.638888888888886,6.164742580645162
36.032955,-78.904037,35.9897,-78.86485,37.24390243902439,7.228064516129032
36.048705,-115.052942,36.01111,-115.00383,23.61290322580645,5.46055870967742
36.05266,-89.382157,36.10941,-89.41119,25.70967741935484,6.64779129032258
36.102244,-119.56565,36.06516,-119.55488,63.7948717948718,10.985340967741935
36.106389,-115.253333,36.07433,-115.29317,30.64516129032258,5.239634354838709
36.109006,-79.802314,36.13633,-79.78568,22.0,6.529942580645161
36.11094,-80.224501,36.09032,-80.20612,29.85,6.883686451612904
36.139707,-115.175654,36.09593,-115.16174,37.80645161290322,7.802938709677419
36.141875,-115.078742,36.11737,-115.03024,42.093023255813954,6.086087419354839
36.1424,-86.7341,36.1123,-86.71449,32.7037037037037,9.205888387096774
36.158414,-98.931973,36.13165,-98.94604,28.655172413793103,6.101252258064516
36.163962,-115.11393,36.22363,-115.05672,40.3421052631579,5.279367096774194
36.176382,-86.7389,36.21999,-86.69931,29.0,8.460333225806451
36.1797,-94.116827,36.21982,-94.11075,31.1,11.994258387096773
36.185702,-85.492107,36.21078,-85.48273,20.451612903225808,5.758763225806452
36.204902,-95.976537,36.25237,-95.99182,37.30434782608695,8.102567741935484
36.209286,-121.126371,36.18169,-121.11885,15.419354838709678,2.99494435483871
36.270592,-115.238282,36.30839,-115.21515,21.677419354838708,4.636677903225806
36.29756,-86.653137,36.3277,-86.68409,21.63888888888889,8.049195161290323
36.31567,-119.643447,36.27528,-119.62094,65.61290322580645,12.420275161290322
36.332179,-119.291228,36.35472,-119.22956,70.54545454545455,11.876284516129031
36.383359,-105.5839,36.36599,-105.56163,47.0,2.567682387096774
36.435172,-94.229248,36.4399,-94.23688,31.142857142857142,9.08569935483871
36.459691,-94.205662,36.4399,-94.23688,32.23076923076923,9.08569935483871
36.48187,-121.73333,36.48445,-121.78085,11.129032258064516,2.519618193548387
36.487823,-117.871036,36.50414,-117.88815,15.78048780487805,1.1401104516129033
36.514627,-87.328041,36.49492,-87.33881,25.41935483870968,7.041621935483871
36.538761,-82.521599,36.53075,-82.56903,26.225806451612904,7.7112925806451615
36.608,-82.1641,36.58559,-82.14767,25.7,5.613236774193549
36.60843,-83.73694,36.57141,-83.79021,27.4,5.064497419354838
36.634225,-120.382331,36.66414,-120.44254,29.923076923076923,6.396769612903226
36.694261,-121.623271,36.75155,-121.59306,17.36111111111111,3.954455741935484
36.697186,-97.08135,36.69053,-97.06761,32.32258064516129,9.097597096774193
36.72639,-119.733,36.69552,-119.75421,56.63636363636363,14.074882258064516
36.78538,-119.77321,36.80058,-119.78777,63.66666666666666,14.738599032258064
36.819449,-119.716433,36.82741,-119.65652,53.3235294117647,10.688914516129032
36.841883,-76.181233,36.84559,-76.15117,23.666666666666668,6.92434
36.843425,-121.3621,36.80923,-121.33202,15.612903225806452,3.997449580645161
36.85555,-76.30135,36.87017,-76.28318,23.0,7.236301935483871
36.91171,-87.323337,36.92621,-87.28123,25.5,6.757778387096774
36.91841,-95.632286,36.89852,-95.57597,27.12903225806452,7.252940322580645
36.953256,-120.034203,36.98361,-119.98668,48.18181818181818,10.177980322580645
36.98332,-121.98822,37.00647,-121.96374,28.0,4.918852806451612
36.985119,-119.658339,36.9325,-119.68999,31.692307692307693,7.134992838709677
36.985702,-94.83931,36.99643,-94.89493,30.096774193548388,8.418385161290322
36.999571,-121.574684,36.98953,-121.53481,27.258064516129032,4.764051935483871
37.04926,-86.21487,37.04386,-86.1713,31.066666666666663,6.760637419354839
37.05822,-88.57251,37.03396,-88.63221,35.02564102564103,7.815285806451613
37.06315,-122.083092,37.08133,-122.13148,26.925925925925927,3.0426852903225807
37.09798,-84.61152,37.10731,-84.65343,27.1,7.107947096774193
37.103733,-76.387017,37.10597,-76.35419,20.682926829268293,6.690443903225806
37.179125,-113.305096,37.14833,-113.3501,11.806451612903226,1.8300079677419356
37.256137,-93.299894,37.27975,-93.24982,25.8,8.236866451612903
37.281853,-120.433671,37.34869,-120.38752,56.58064516129032,7.614779677419356
37.28329,-83.20932,37.27415,-83.24733,23.8,5.689407129032258
37.28342,-79.88452,37.26245,-79.93062,18.8,6.910819677419355
37.297883,-80.081017,37.28263,-80.06456,23.8,5.917857096774193
37.30832,-120.480456,37.321,-120.51943,56.1,11.600423870967742
37.332706,-79.215011,37.37204,-79.20911,20.2,7.983650967741935
37.338135,-121.849783,37.37844,-121.81203,38.70967741935484,4.122782322580645
37.34438,-77.25925,37.37914,-77.25454,20.6,7.752032580645161
37.348497,-121.894898,37.34911,-121.94344,38.34146341463415,7.702902580645162
37.35748,-77.59355,37.3196,-77.55034,23.25,7.428954516129032
37.360684,-118.330783,37.3236,-118.26962,8.305555555555555,1.0466423225806452
37.47689,-97.366399,37.44928,-97.34163,26.77777777777778,6.958986451612903
37.4826,-82.53532,37.51174,-82.50943,26.65853658536585,5.977317
37.482934,-122.20337,37.52837,-122.14928,38.7,7.381492903225807
37.488317,-120.836008,37.47473,-120.8537,65.83333333333333,13.173020967741936
37.55652,-77.40027,37.50842,-77.3586,23.23076923076923,8.870103225806453
37.59088,-77.46925,37.6376,-77.46304,31.41025641025641,9.280557741935484
37.642165,-120.994212,37.65595,-121.05717,49.38461538461539,12.28833064516129
37.64571,-118.96652,37.64318,-118.92987,61.096774193548384,1.0311387096774194
37.651114,-97.362212,37.66626,-97.34266,39.8,9.096480645161291
37.67132,-77.5664,37.66067,-77.59694,25.2,8.54592935483871
37.67696,-95.47594,37.65596,-95.42391,30.387096774193548,6.714125483870967
37.687526,-121.784217,37.72111,-121.79091,34.83870967741935,6.742764838709678
37.70097,-94.03474,37.73741,-94.04969,24.318181818181817,6.927864516129032
37.701222,-121.903019,37.6918,-121.92295,32.32258064516129,6.973162322580645
37.705612,-85.852629,37.66375,-85.80137,33.93333333333333,8.318381935483872
37.743065,-122.169935,37.73708,-122.22425,29.64516129032258,7.52643870967742
37.74743,-113.055525,37.73989,-113.06789,14.903225806451612,1.5935489032258066
37.765946,-122.399044,37.81157,-122.39397,38.241379310344826,10.926354838709678
37.780776,-87.075307,37.77724,-87.02751,36.64102564102564,8.85250935483871
37.793392,-121.247874,37.83682,-121.26167,77.5,11.715319677419355
37.793624,-122.263376,37.84142,-122.2619,35.70967741935484,8.154897096774194
37.814781,-122.282347,37.84142,-122.2619,37.80645161290322,8.154897096774194
